avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,n_crashes
11.204006169201467,308.27237563368084,10.967032967032967,8.188057553031877,196.7349018493269,6.911450205562369,91
