training_loss,epoch,step,n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash
0.3421628773212433,1,49,,,,,,,
0.5749296545982361,3,99,,,,,,,
0.356100857257843,4,149,,,,,,,
,4,149,2.0,26.99019432067871,561.5599365234375,6.0,7.378114700317383,142.89405822753906,2.0
0.2916102707386017,6,199,,,,,,,
0.2564573585987091,8,249,,,,,,,
0.2486889660358429,9,299,,,,,,,
,9,299,1.0,29.35293960571289,619.9783325195312,24.0,1.5503469705581665,36.153263092041016,0.0
0.2917211353778839,11,349,,,,,,,
0.21039290726184845,13,399,,,,,,,
0.2060682624578476,14,449,,,,,,,
,14,449,6.0,25.006210327148438,567.9329833984375,15.333333015441895,7.525397300720215,144.97567749023438,4.678555965423584
0.20532011985778809,16,499,,,,,,,
0.6309188008308411,18,549,,,,,,,
0.27396437525749207,19,599,,,,,,,
,19,599,4.0,25.36601448059082,538.996337890625,10.25,8.548710823059082,160.5894012451172,6.139014720916748
0.30458056926727295,21,649,,,,,,,
0.25267282128334045,23,699,,,,,,,
0.18799112737178802,24,749,,,,,,,
,24,749,4.0,27.859149932861328,638.4610595703125,22.25,5.047564506530762,108.41973114013672,8.437268257141113
0.15556104481220245,26,799,,,,,,,
0.17166928946971893,28,849,,,,,,,
0.17812994122505188,29,899,,,,,,,
,29,899,3.0,25.86895179748535,591.54541015625,6.666666507720947,8.51611042022705,180.8808135986328,0.4714045226573944
0.2746172547340393,31,949,,,,,,,
2.481598138809204,33,999,,,,,,,
0.8581051230430603,34,1049,,,,,,,
,34,1049,12.0,18.49248504638672,424.07080078125,12.25,11.348480224609375,229.142822265625,8.991894721984863
0.4651910364627838,36,1099,,,,,,,
0.3129913806915283,38,1149,,,,,,,
0.35052767395973206,39,1199,,,,,,,
,39,1199,3.0,27.27810287475586,589.5115966796875,14.666666984558105,6.66468620300293,128.06407165527344,8.730533599853516
0.36602067947387695,41,1249,,,,,,,
0.3044400215148926,43,1299,,,,,,,
0.2401823252439499,44,1349,,,,,,,
,44,1349,4.0,26.915685653686523,652.1605224609375,17.0,6.783679962158203,163.81187438964844,8.746427536010742
0.20711900293827057,46,1399,,,,,,,
0.38920795917510986,48,1449,,,,,,,
0.18328240513801575,49,1499,,,,,,,
,49,1499,5.0,26.176143646240234,636.830322265625,16.600000381469727,7.1651482582092285,175.98789978027344,7.310266971588135
0.3326433598995209,51,1549,,,,,,,
0.2740555703639984,53,1599,,,,,,,
0.25612497329711914,54,1649,,,,,,,
,54,1649,14.0,16.165361404418945,397.67840576171875,11.5,10.312068939208984,214.47596740722656,6.532883644104004
0.21082893013954163,56,1699,,,,,,,
0.20774130523204803,58,1749,,,,,,,
0.2009069323539734,59,1799,,,,,,,
,59,1799,3.0,25.79804039001465,542.174560546875,6.333333492279053,8.647223472595215,161.97604370117188,1.885617971420288
0.21606022119522095,61,1849,,,,,,,
0.2232753038406372,63,1899,,,,,,,
0.220351442694664,64,1949,,,,,,,
,64,1949,5.0,26.089868545532227,598.6649780273438,17.0,6.583808898925781,125.50074005126953,5.830951690673828
0.18597061932086945,66,1999,,,,,,,
0.19533272087574005,68,2049,,,,,,,
0.20906786620616913,69,2099,,,,,,,
,69,2099,4.0,25.88006591796875,576.5157470703125,12.25,7.466838836669922,143.0910186767578,2.7726340293884277
0.2592189610004425,71,2149,,,,,,,
0.21724483370780945,73,2199,,,,,,,
0.22348946332931519,74,2249,,,,,,,
,74,2249,11.0,21.988235473632812,563.70361328125,16.909090042114258,9.099297523498535,211.62351989746094,8.12912368774414
0.20541688799858093,76,2299,,,,,,,
0.2015262246131897,78,2349,,,,,,,
0.28788721561431885,79,2399,,,,,,,
,79,2399,2.0,27.496408462524414,615.5067749023438,10.5,6.355213165283203,140.24085998535156,6.5
0.38649046421051025,81,2449,,,,,,,
0.35918062925338745,83,2499,,,,,,,
0.2844283878803253,84,2549,,,,,,,
,84,2549,5.0,25.888235092163086,635.112548828125,15.399999618530273,8.15919303894043,188.00010681152344,9.308060646057129
0.33012720942497253,86,2599,,,,,,,
0.33043089509010315,88,2649,,,,,,,
0.3259478807449341,89,2699,,,,,,,
,89,2699,6.0,23.223529815673828,524.8146362304688,9.833333015441895,9.793022155761719,192.27554321289062,4.3365373611450195
0.49427396059036255,91,2749,,,,,,,
0.5233764052391052,93,2799,,,,,,,
0.4834839701652527,94,2849,,,,,,,
,94,2849,15.0,15.884313583374023,430.61279296875,12.399999618530273,9.928722381591797,241.14306640625,6.935896873474121
0.5485045313835144,96,2899,,,,,,,
0.48198387026786804,98,2949,,,,,,,
0.3653690814971924,99,2999,,,,,,,
,99,2999,8.0,25.10620880126953,629.9126586914062,19.5,6.305355072021484,126.92552185058594,4.873397350311279
0.39734163880348206,101,3049,,,,,,,
0.5071179270744324,103,3099,,,,,,,
0.38753247261047363,104,3149,,,,,,,
,104,3149,11.0,24.619281768798828,696.0887451171875,21.636363983154297,5.468326568603516,140.40077209472656,3.9834368228912354
0.35775822401046753,106,3199,,,,,,,
0.3219865560531616,108,3249,,,,,,,
0.341503381729126,109,3299,,,,,,,
,109,3299,7.0,24.222219467163086,595.1338500976562,14.714285850524902,8.238203048706055,167.01235961914062,4.772369384765625
0.36317846179008484,111,3349,,,,,,,
0.37466713786125183,113,3399,,,,,,,
2.2929904460906982,114,3449,,,,,,,
,114,3449,4.0,25.315359115600586,575.5582885742188,9.75,8.595728874206543,172.11781311035156,4.815340042114258
0.5281829833984375,116,3499,,,,,,,
0.2944730818271637,118,3549,,,,,,,
0.3163050711154938,119,3599,,,,,,,
,119,3599,7.0,25.855228424072266,692.6133422851562,19.714284896850586,6.391386985778809,151.73597717285156,5.945328712463379
0.3219175636768341,121,3649,,,,,,,
2.477625846862793,123,3699,,,,,,,
3.5847678184509277,124,3749,,,,,,,
,124,3749,16.0,20.538562774658203,554.8153686523438,19.3125,8.8429594039917,227.97265625,8.453688621520996
0.4501011371612549,126,3799,,,,,,,
0.42121708393096924,128,3849,,,,,,,
0.28393420577049255,129,3899,,,,,,,
,129,3899,7.0,26.883007049560547,705.97021484375,22.714284896850586,4.865536212921143,121.55633544921875,4.772369384765625
0.32520994544029236,131,3949,,,,,,,
0.274586021900177,133,3999,,,,,,,
0.2548058331012726,134,4049,,,,,,,
,134,4049,6.0,26.07647132873535,695.6356811523438,18.5,6.052883148193359,145.52865600585938,3.8188130855560303
0.4143618047237396,136,4099,,,,,,,
0.1987263560295105,138,4149,,,,,,,
0.35977834463119507,139,4199,,,,,,,
,139,4199,13.0,21.490848541259766,576.4275512695312,18.076923370361328,8.212031364440918,194.56149291992188,6.764858722686768
0.220101460814476,141,4249,,,,,,,
0.1915571242570877,143,4299,,,,,,,
0.17649316787719727,144,4349,,,,,,,
,144,4349,8.0,26.289541244506836,732.2887573242188,22.375,5.467794418334961,145.7693328857422,5.633327007293701
0.14692822098731995,146,4399,,,,,,,
0.15742270648479462,148,4449,,,,,,,
0.15866151452064514,149,4499,,,,,,,
,149,4499,7.0,25.735950469970703,710.9246215820312,19.428571701049805,7.149342060089111,189.3101806640625,7.871415615081787
0.2036323994398117,151,4549,,,,,,,
0.9417662024497986,153,4599,,,,,,,
0.17726345360279083,154,4649,,,,,,,
,154,4649,5.0,27.051959991455078,751.337158203125,20.200000762939453,6.098759174346924,166.0879669189453,8.059776306152344
0.17333194613456726,156,4699,,,,,,,
0.14819787442684174,158,4749,,,,,,,
0.16444367170333862,159,4799,,,,,,,
,159,4799,7.0,24.633007049560547,693.1524658203125,16.285715103149414,8.850228309631348,239.9251708984375,9.34595775604248
0.2088196575641632,161,4849,,,,,,,
0.18132346868515015,163,4899,,,,,,,
0.17229683697223663,164,4949,,,,,,,
