n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,epoch,step
2.0,27.395751953125,584.3335571289062,6.5,7.388396739959717,151.37115478515625,3.5,144,4349
3.0,27.408823013305664,598.6915283203125,14.666666984558105,6.801881313323975,137.64364624023438,9.177266120910645,149,4499
5.0,24.084640502929688,532.72998046875,8.0,10.008761405944824,200.25596618652344,3.1622776985168457,154,4649
3.0,26.71274757385254,599.0322265625,10.333333015441895,7.325430393218994,144.32513427734375,0.9428090453147888,159,4799
8.0,22.51372528076172,535.8306884765625,12.75,9.937488555908203,202.72100830078125,7.206767559051514,164,4949
4.0,24.957515716552734,556.7664794921875,6.75,9.698949813842773,196.31381225585938,2.6809513568878174,169,5099
10.0,19.28169822692871,485.1996154785156,9.899999618530273,11.048835754394531,249.21923828125,5.185556888580322,174,5249
9.0,20.333005905151367,494.736083984375,10.333333015441895,11.134688377380371,245.0806884765625,7.195677757263184,179,5399
0.0,29.696075439453125,604.0,0.0,0.21004199981689453,2.0,0.0,184,5549
1.0,29.305227279663086,655.5482788085938,24.0,1.4961298704147339,32.98108673095703,0.0,189,5699
8.0,23.2307186126709,570.8349609375,14.875,8.877403259277344,200.31494140625,6.790388584136963,194,5849
4.0,25.358169555664062,582.7965698242188,9.75,8.484210014343262,173.15850830078125,3.3447721004486084,199,5999
2.0,27.691829681396484,578.2776489257812,8.0,6.929148197174072,131.4209442138672,2.0,204,6149
2.0,27.590194702148438,568.105224609375,7.0,7.225834846496582,137.78025817871094,2.0,209,6299
8.0,22.928760528564453,631.962646484375,13.875,9.586064338684082,250.03778076171875,7.655675888061523,214,6449
10.0,22.763071060180664,620.8535766601562,16.799999237060547,8.237027168273926,207.2469024658203,6.029925346374512,219,6599
16.0,16.282026290893555,445.5721130371094,14.0625,9.466943740844727,241.3436737060547,7.611412048339844,224,6749
7.0,23.34280776977539,537.2973022460938,13.142857551574707,9.421560287475586,189.70187377929688,7.43406343460083,229,6899
13.0,21.053264617919922,560.5801391601562,17.384614944458008,9.214584350585938,217.70013427734375,8.129135131835938,234,7049
13.0,19.298038482666016,530.8988037109375,14.84615421295166,10.470412254333496,268.2154235839844,9.01149845123291,239,7199
6.0,26.516666412353516,743.0064697265625,20.33333396911621,6.616085529327393,172.80831909179688,8.319989204406738,244,7349
11.0,20.12679672241211,555.423583984375,13.363636016845703,10.746442794799805,275.78912353515625,8.562845230102539,249,7499
19.0,13.411111831665039,394.1830139160156,13.684210777282715,6.13777494430542,167.9110107421875,5.026798248291016,254,7649
9.0,22.77483367919922,635.7169189453125,15.333333015441895,9.464111328125,255.31312561035156,8.151346206665039,259,7799
7.0,24.534313201904297,652.7730712890625,15.714285850524902,7.89517068862915,215.0469207763672,5.337583065032959,264,7949
13.0,17.976470947265625,448.10516357421875,12.84615421295166,9.196541786193848,180.56871032714844,4.3825907707214355,269,8099
8.0,22.74640655517578,602.3909301757812,13.25,9.675079345703125,240.6029510498047,6.905613422393799,274,8249
8.0,21.774511337280273,550.165771484375,10.75,10.542389869689941,238.90724182128906,5.952940464019775,279,8399
9.0,21.643136978149414,563.3368530273438,12.55555534362793,10.843957901000977,260.7212829589844,8.6680908203125,284,8549
8.0,22.848691940307617,598.2117309570312,13.375,9.463640213012695,222.47610473632812,6.263734817504883,289,8699
10.0,19.073856353759766,501.1039123535156,9.300000190734863,12.052824020385742,291.9672546386719,7.550496578216553,294,8849
7.0,22.122222900390625,592.78515625,8.857142448425293,11.079977035522461,280.0732421875,6.057547092437744,299,8999
7.0,22.893138885498047,606.527099609375,11.285714149475098,10.48269271850586,268.87152099609375,8.206518173217773,304,9149
8.0,22.337581634521484,591.9837646484375,12.125,10.69641399383545,269.6651611328125,8.680977821350098,309,9299
12.0,19.411436080932617,528.6862182617188,13.583333015441895,11.23089599609375,288.39947509765625,9.612998008728027,314,9449
5.0,25.30751609802246,684.4548950195312,12.800000190734863,8.462909698486328,214.85780334472656,6.400000095367432,319,9599
3.0,27.152942657470703,736.9090576171875,13.333333015441895,6.8857622146606445,178.61769104003906,7.408703804016113,324,9749
9.0,20.181697845458984,516.9371948242188,9.333333015441895,11.309494018554688,264.2496643066406,5.142416000366211,329,9899
4.0,24.492483139038086,507.541748046875,3.5,11.00600528717041,212.34466552734375,1.1180340051651,334,10049
8.0,23.242809295654297,599.5289306640625,14.25,9.549825668334961,232.23228454589844,7.806247711181641,339,10199
5.0,26.115360260009766,718.3895263671875,16.399999618530273,7.256872653961182,195.44454956054688,7.445804119110107,344,10349
12.0,18.523855209350586,509.5474548339844,12.083333015441895,11.081626892089844,281.74078369140625,7.973480224609375,349,10499
11.0,22.757843017578125,637.1976318359375,18.0,9.2931547164917,249.17987060546875,9.05538558959961,354,10649
9.0,21.880718231201172,607.1270751953125,13.333333015441895,10.650588035583496,278.0586242675781,9.165151596069336,359,10799
10.0,22.554248809814453,625.9153442382812,16.399999618530273,9.543130874633789,250.23587036132812,8.811356544494629,364,10949
15.0,17.962745666503906,508.37677001953125,15.133333206176758,7.944043159484863,214.35964965820312,4.773072719573975,369,11099
11.0,21.8006534576416,605.4844970703125,16.272727966308594,9.86708927154541,258.95318603515625,8.975632667541504,374,11249
8.0,23.798038482666016,655.6868896484375,15.875,8.349702835083008,216.7620849609375,6.313427925109863,379,11399
14.0,20.03823471069336,561.7400512695312,17.0,8.918255805969238,227.9792938232422,7.540367603302002,384,11549
5.0,26.132354736328125,714.8497924804688,16.0,7.861793041229248,207.12025451660156,8.966605186462402,389,11699
8.0,25.41830062866211,680.1788940429688,19.875,7.5549540519714355,188.15386962890625,8.373133659362793,394,11849
6.0,24.9686279296875,660.4888305664062,14.666666984558105,9.212224006652832,228.77276611328125,9.927515983581543,399,11999
13.0,16.492156982421875,453.450927734375,10.461538314819336,10.453010559082031,260.3628234863281,4.829641819000244,404,12149
2.0,27.93235206604004,753.0068359375,12.5,6.4117231369018555,169.56838989257812,10.5,409,12299
5.0,25.904247283935547,706.33544921875,15.399999618530273,7.729228973388672,198.32260131835938,7.7097344398498535,414,12449
3.0,27.750980377197266,746.5225219726562,17.0,5.604488372802734,138.97593688964844,6.480740547180176,419,12599
12.0,23.383333206176758,641.31201171875,20.16666603088379,7.986793518066406,200.28053283691406,7.733405113220215,424,12749
9.0,23.341175079345703,633.5062255859375,16.55555534362793,9.34968090057373,237.82147216796875,9.032177925109863,429,12899
19.0,15.191828727722168,429.41265869140625,15.473684310913086,8.368593215942383,218.90061950683594,7.87647008895874,434,13049
9.0,22.330066680908203,599.6456298828125,14.333333015441895,10.124150276184082,250.96926879882812,8.869422912597656,439,13199
7.0,25.15457534790039,698.0433349609375,17.714284896850586,6.792654991149902,167.5570831298828,4.164965629577637,444,13349
9.0,21.192811965942383,572.1370239257812,11.777777671813965,10.872960090637207,269.7514953613281,7.899054527282715,449,13499
8.0,23.540523529052734,655.78173828125,15.5,9.25572681427002,243.5591278076172,8.616844177246094,454,13649
8.0,26.24640464782715,718.9517822265625,22.125,5.672030448913574,138.94793701171875,5.861687183380127,459,13799
20.0,11.791176795959473,350.82965087890625,12.949999809265137,7.1479411125183105,197.72433471679688,7.248965263366699,464,13949
5.0,25.40228843688965,634.74169921875,13.0,8.04654312133789,174.6185760498047,4.049691200256348,469,14099
13.0,19.336929321289062,523.0833129882812,14.769230842590332,8.856054306030273,203.02894592285156,5.365901470184326,474,14249
9.0,21.596731185913086,564.0662841796875,12.44444465637207,10.427850723266602,246.97317504882812,7.304657936096191,479,14399
14.0,17.42385482788086,487.50701904296875,13.142857551574707,9.237820625305176,234.13755798339844,5.124969005584717,484,14549
8.0,22.31960678100586,586.49755859375,12.125,10.0486421585083,241.48513793945312,6.411659240722656,489,14699
6.0,24.403919219970703,591.9696044921875,12.666666984558105,8.910043716430664,187.28768920898438,5.436501979827881,494,14849
7.0,24.785619735717773,653.0892333984375,16.428571701049805,7.685047626495361,182.19479370117188,5.703561305999756,499,14999
13.0,19.594772338867188,528.0397338867188,15.15384578704834,9.988433837890625,242.24168395996094,8.169795989990234,504,15149
8.0,22.536928176879883,605.4120483398438,12.75,9.945073127746582,247.9024200439453,7.119515419006348,509,15299
6.0,26.005558013916016,722.4019775390625,18.5,6.953668117523193,181.2677001953125,7.41057825088501,514,15449
9.0,25.884967803955078,727.1282348632812,22.33333396911621,5.290969371795654,140.8943328857422,4.760952472686768,519,15599
10.0,20.887584686279297,581.1329345703125,13.199999809265137,11.006614685058594,289.3082275390625,9.410632133483887,524,15749
6.0,24.801633834838867,663.187744140625,14.5,8.848091125488281,223.4644317626953,8.674675941467285,529,15899
6.0,24.096078872680664,621.1310424804688,11.666666984558105,10.66334056854248,262.8277282714844,11.025223731994629,534,16049
6.0,24.450979232788086,673.1307983398438,13.333333015441895,9.365129470825195,242.5426788330078,8.844332695007324,539,16199
13.0,20.968952178955078,584.5369873046875,17.30769157409668,10.183361053466797,265.6649169921875,9.77740478515625,544,16349
11.0,19.799999237060547,546.8660888671875,12.636363983154297,10.134214401245117,263.63775634765625,6.019252777099609,549,16499
