training_loss,epoch,step,n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash
0.2432859241962433,143,4299,,,,,,,
0.2096199095249176,144,4349,,,,,,,
,144,4349,3.0,27.414703369140625,653.5075073242188,16.33333396911621,5.857442855834961,135.0789337158203,7.363574028015137
0.17740674316883087,146,4399,,,,,,,
0.20345361530780792,148,4449,,,,,,,
0.2176506668329239,149,4499,,,,,,,
,149,4499,7.0,25.34902000427246,667.5407104492188,18.428571701049805,7.6728949546813965,187.30955505371094,8.312764167785645
0.19648465514183044,151,4549,,,,,,,
0.5810871720314026,153,4599,,,,,,,
0.4030900299549103,154,4649,,,,,,,
,154,4649,0.0,29.579410552978516,616.4436645507812,0.0,0.17334775626659393,16.233928680419922,0.0
0.4352582097053528,156,4699,,,,,,,
0.29583463072776794,158,4749,,,,,,,
0.23491381108760834,159,4799,,,,,,,
,159,4799,3.0,28.206863403320312,706.1756591796875,21.0,4.416263103485107,101.47938537597656,6.976150035858154
0.20416299998760223,161,4849,,,,,,,
0.2127150446176529,163,4899,,,,,,,
0.2163671851158142,164,4949,,,,,,,
,164,4949,3.0,26.425161361694336,635.6644897460938,10.333333015441895,7.504799842834473,162.3894500732422,5.436501979827881
0.26434844732284546,166,4999,,,,,,,
0.3217011094093323,168,5049,,,,,,,
0.19635705649852753,169,5099,,,,,,,
,169,5099,3.0,26.62451171875,637.4423828125,11.666666984558105,6.834414005279541,154.40504455566406,2.4944381713867188
0.18405386805534363,171,5149,,,,,,,
0.15356741845607758,173,5199,,,,,,,
0.1872008591890335,174,5249,,,,,,,
,174,5249,3.0,27.188888549804688,674.922119140625,13.666666984558105,6.167041301727295,136.74147033691406,1.885617971420288
0.15639258921146393,176,5299,,,,,,,
0.13902786374092102,178,5349,,,,,,,
0.13579005002975464,179,5399,,,,,,,
,179,5399,5.0,24.341503143310547,592.0572509765625,9.800000190734863,9.265998840332031,203.1409912109375,4.308132171630859
0.15041105449199677,181,5449,,,,,,,
0.12905843555927277,183,5499,,,,,,,
0.13265666365623474,184,5549,,,,,,,
,184,5549,7.0,24.811765670776367,651.4993286132812,17.0,8.045659065246582,194.4578857421875,7.928249835968018
0.18636906147003174,186,5599,,,,,,,
0.16315656900405884,188,5649,,,,,,,
0.1724374145269394,189,5699,,,,,,,
,189,5699,0.0,29.59836769104004,661.9531860351562,0.0,0.1803196221590042,54.417911529541016,0.0
0.3910476863384247,191,5749,,,,,,,
0.1999325305223465,193,5799,,,,,,,
0.1617126613855362,194,5849,,,,,,,
,194,5849,4.0,26.544116973876953,640.4736328125,14.75,7.0701165199279785,167.18836975097656,6.495190620422363
0.1038455218076706,196,5899,,,,,,,
0.13953575491905212,198,5949,,,,,,,
0.09937181323766708,199,5999,,,,,,,
,199,5999,4.0,25.3764705657959,623.8353271484375,9.25,8.910932540893555,204.67230224609375,5.165994644165039
0.20927909016609192,201,6049,,,,,,,
0.1789063662290573,203,6099,,,,,,,
0.21127966046333313,204,6149,,,,,,,
,204,6149,3.0,26.354904174804688,591.8931884765625,9.333333015441895,7.878393650054932,167.5966033935547,5.249338626861572
0.17400886118412018,206,6199,,,,,,,
0.1471949815750122,208,6249,,,,,,,
0.13411149382591248,209,6299,,,,,,,
,209,6299,7.0,23.061437606811523,575.1033935546875,11.571428298950195,9.968887329101562,223.90025329589844,6.388765335083008
0.13364827632904053,211,6349,,,,,,,
0.28808915615081787,213,6399,,,,,,,
0.26697060465812683,214,6449,,,,,,,
,214,6449,5.0,24.787582397460938,542.7752685546875,11.800000190734863,8.833860397338867,171.28521728515625,7.0540771484375
0.18793116509914398,216,6499,,,,,,,
0.14636997878551483,218,6549,,,,,,,
0.15273603796958923,219,6599,,,,,,,
,219,6599,3.0,27.43954086303711,704.2823486328125,15.333333015441895,5.940519332885742,144.66014099121094,5.312459468841553
0.12147267162799835,221,6649,,,,,,,
0.27808618545532227,223,6699,,,,,,,
0.2602103650569916,224,6749,,,,,,,
,224,6749,2.0,28.335947036743164,735.8011474609375,17.0,4.150065898895264,107.18482971191406,0.0
0.20827269554138184,226,6799,,,,,,,
0.15023118257522583,228,6849,,,,,,,
0.18374568223953247,229,6899,,,,,,,
,229,6899,5.0,26.15555763244629,700.8499755859375,16.600000381469727,7.001686096191406,178.34588623046875,6.590902805328369
0.13925550878047943,231,6949,,,,,,,
0.15297037363052368,233,6999,,,,,,,
0.13665442168712616,234,7049,,,,,,,
,234,7049,3.0,28.21176528930664,745.1375122070312,21.66666603088379,4.975192546844482,131.80328369140625,9.741092681884766
0.16852967441082,236,7099,,,,,,,
1.983980417251587,238,7149,,,,,,,
0.18304575979709625,239,7199,,,,,,,
,239,7199,13.0,18.49869155883789,509.11541748046875,13.615385055541992,10.188725471496582,261.73779296875,7.651429653167725
0.12737269699573517,241,7249,,,,,,,
0.11831322312355042,243,7299,,,,,,,
0.11894325911998749,244,7349,,,,,,,
,244,7349,4.0,25.395751953125,634.0213623046875,8.75,9.043066024780273,209.22799682617188,3.960744857788086
0.11965879052877426,246,7399,,,,,,,
0.11835188418626785,248,7449,,,,,,,
0.1018792986869812,249,7499,,,,,,,
,249,7499,11.0,19.615032196044922,538.7174072265625,12.454545021057129,10.300830841064453,262.90643310546875,6.49984073638916
0.13926328718662262,251,7549,,,,,,,
0.11577967554330826,253,7599,,,,,,,
0.12841980159282684,254,7649,,,,,,,
,254,7649,3.0,25.99967384338379,586.634765625,7.333333492279053,8.345467567443848,170.67271423339844,2.624669313430786
0.2272287756204605,256,7699,,,,,,,
0.2554459869861603,258,7749,,,,,,,
0.30055758357048035,259,7799,,,,,,,
,259,7799,8.0,21.85620880126953,497.0205993652344,10.75,10.948497772216797,217.31451416015625,7.31009578704834
0.2127593606710434,261,7849,,,,,,,
0.24199582636356354,263,7899,,,,,,,
0.21259933710098267,264,7949,,,,,,,
,264,7949,7.0,23.23758316040039,595.0926513671875,12.285714149475098,9.431412696838379,219.8264617919922,5.547567844390869
1.0419412851333618,266,7999,,,,,,,
3.3617494106292725,268,8049,,,,,,,
1.2622512578964233,269,8099,,,,,,,
,269,8099,8.0,21.003591537475586,529.4528198242188,9.5,10.899382591247559,252.35194396972656,5.612485885620117
0.19297564029693604,271,8149,,,,,,,
0.13996513187885284,273,8199,,,,,,,
0.1093297079205513,274,8249,,,,,,,
,274,8249,5.0,25.039215087890625,680.6270141601562,12.199999809265137,8.598884582519531,229.0318145751953,6.112282752990723
0.1327061504125595,276,8299,,,,,,,
0.1163877472281456,278,8349,,,,,,,
0.1421540081501007,279,8399,,,,,,,
,279,8399,3.0,27.444116592407227,735.8709716796875,15.666666984558105,6.157991409301758,158.69595336914062,7.586537837982178
0.11673379689455032,281,8449,,,,,,,
0.07283429801464081,283,8499,,,,,,,
0.13516268134117126,284,8549,,,,,,,
,284,8549,7.0,24.884641647338867,672.2543334960938,17.14285659790039,8.273188591003418,216.75173950195312,8.692008972167969
0.12645554542541504,286,8599,,,,,,,
0.1830817013978958,288,8649,,,,,,,
0.14692339301109314,289,8699,,,,,,,
,289,8699,4.0,26.65163230895996,699.7847290039062,16.0,6.692450523376465,169.7725830078125,7.106335163116455
0.14874234795570374,291,8749,,,,,,,
0.3133157193660736,293,8799,,,,,,,
0.18299426138401031,294,8849,,,,,,,
,294,8849,1.0,28.538232803344727,737.0955200195312,7.0,5.177571773529053,135.6085968017578,0.0
0.5478682518005371,296,8899,,,,,,,
2.175258159637451,298,8949,,,,,,,
0.5090458989143372,299,8999,,,,,,,
,299,8999,12.0,20.43300437927246,568.4743041992188,15.5,10.137043952941895,265.4571838378906,8.902246475219727
0.2607814073562622,301,9049,,,,,,,
0.19763024151325226,303,9099,,,,,,,
0.19984818994998932,304,9149,,,,,,,
,304,9149,6.0,24.406536102294922,673.1368408203125,13.0,8.816977500915527,228.0109405517578,6.027713775634766
0.1633625477552414,306,9199,,,,,,,
0.19176273047924042,308,9249,,,,,,,
0.15209801495075226,309,9299,,,,,,,
,309,9299,8.0,23.073856353759766,630.6199340820312,14.25,8.918298721313477,235.6773681640625,5.952940464019775
0.13414300978183746,311,9349,,,,,,,
0.15451595187187195,313,9399,,,,,,,
0.17317740619182587,314,9449,,,,,,,
,314,9449,10.0,20.784313201904297,561.366455078125,13.0,10.084047317504883,256.57000732421875,6.78233003616333
0.16428767144680023,316,9499,,,,,,,
0.599998950958252,318,9549,,,,,,,
0.2155587524175644,319,9599,,,,,,,
,319,9599,7.0,25.096731185913086,654.8104248046875,17.428571701049805,7.862798690795898,194.67893981933594,7.6505303382873535
0.2009105682373047,321,9649,,,,,,,
0.15669891238212585,323,9699,,,,,,,
0.1663748323917389,324,9749,,,,,,,
,324,9749,9.0,23.078105926513672,627.5439453125,16.11111068725586,7.977849960327148,204.94296264648438,4.724509239196777
0.12853720784187317,326,9799,,,,,,,
0.1557309925556183,328,9849,,,,,,,
0.17538774013519287,329,9899,,,,,,,
,329,9899,19.0,12.234967231750488,352.59259033203125,12.421052932739258,6.773029804229736,176.1898956298828,5.6783599853515625
0.20714785158634186,331,9949,,,,,,,
0.21448929607868195,333,9999,,,,,,,
0.6160367727279663,334,10049,,,,,,,
,334,10049,8.0,20.593791961669922,443.92041015625,7.5,12.015810012817383,234.19020080566406,5.4543561935424805
0.18690736591815948,336,10099,,,,,,,
0.1524275839328766,338,10149,,,,,,,
0.10027848184108734,339,10199,,,,,,,
,339,10199,11.0,21.216339111328125,584.9622192382812,15.363636016845703,10.05244255065918,266.20379638671875,8.813962936401367
0.11925150454044342,341,10249,,,,,,,
0.15521124005317688,343,10299,,,,,,,
0.162401020526886,344,10349,,,,,,,
,344,10349,7.0,23.358169555664062,638.9618530273438,12.857142448425293,9.606030464172363,251.2074432373047,7.548482418060303
0.12081296741962433,346,10399,,,,,,,
0.09615041315555573,348,10449,,,,,,,
0.11333420872688293,349,10499,,,,,,,
,349,10499,12.0,22.11568832397461,591.7396850585938,18.08333396911621,8.249967575073242,212.58692932128906,6.9457221031188965
0.09966576099395752,351,10549,,,,,,,
0.10090698301792145,353,10599,,,,,,,
0.12849193811416626,354,10649,,,,,,,
,354,10649,8.0,23.336931228637695,626.7918701171875,14.75,9.165204048156738,236.5828399658203,7.378177165985107
0.11750101298093796,356,10699,,,,,,,
0.434541255235672,358,10749,,,,,,,
0.20475691556930542,359,10799,,,,,,,
,359,10799,5.0,24.08333396911621,525.2080688476562,7.599999904632568,10.504664421081543,213.33253479003906,5.782732963562012
0.19630208611488342,361,10849,,,,,,,
0.2830020785331726,363,10899,,,,,,,
0.8368236422538757,364,10949,,,,,,,
,364,10949,12.0,18.37875747680664,493.4598083496094,11.75,10.210521697998047,244.05892944335938,5.149838447570801
0.43005359172821045,366,10999,,,,,,,
1.030719518661499,368,11049,,,,,,,
0.5527465343475342,369,11099,,,,,,,
,369,11099,5.0,24.497711181640625,600.5416259765625,10.0,9.137042999267578,215.0303192138672,3.1622776985168457
0.19626352190971375,371,11149,,,,,,,
0.13652922213077545,373,11199,,,,,,,
0.11413972079753876,374,11249,,,,,,,
,374,11249,9.0,23.681371688842773,635.5185546875,17.55555534362793,9.149145126342773,230.76963806152344,9.534860610961914
0.1190837174654007,376,11299,,,,,,,
0.10912398248910904,378,11349,,,,,,,
0.10226714611053467,379,11399,,,,,,,
,379,11399,11.0,21.080717086791992,572.924560546875,15.181818008422852,9.379589080810547,245.0604248046875,7.170877456665039
0.14219903945922852,381,11449,,,,,,,
0.13459418714046478,383,11499,,,,,,,
0.12205561995506287,384,11549,,,,,,,
,384,11549,8.0,23.672222137451172,655.5318603515625,15.875,8.907600402832031,229.64297485351562,8.115379333496094
0.1273937225341797,386,11599,,,,,,,
0.10443174093961716,388,11649,,,,,,,
0.12499445676803589,389,11699,,,,,,,
,389,11699,9.0,22.13888931274414,587.0755615234375,14.0,9.896981239318848,243.2352752685547,7.944250106811523
0.11828381568193436,391,11749,,,,,,,
0.16897977888584137,393,11799,,,,,,,
0.1445406675338745,394,11849,,,,,,,
,394,11849,13.0,19.36634063720703,535.3470458984375,14.769230842590332,10.072659492492676,253.7816619873047,8.039841651916504
0.1998957097530365,396,11899,,,,,,,
0.14467714726924896,398,11949,,,,,,,
0.15726356208324432,399,11999,,,,,,,
,399,11999,2.0,26.729412078857422,565.079345703125,3.5,8.083332061767578,158.84278869628906,0.5
0.21753141283988953,401,12049,,,,,,,
0.1880049854516983,403,12099,,,,,,,
0.23192459344863892,404,12149,,,,,,,
,404,12149,11.0,19.39967155456543,504.57940673828125,12.363636016845703,10.815143585205078,252.31298828125,8.025784492492676
0.11475220322608948,406,12199,,,,,,,
0.1285083293914795,408,12249,,,,,,,
0.11933568865060806,409,12299,,,,,,,
,409,12299,10.0,21.279739379882812,579.8917846679688,14.0,9.528934478759766,241.8170166015625,6.324555397033691
0.11780287325382233,411,12349,,,,,,,
0.1580764353275299,413,12399,,,,,,,
0.1559305340051651,414,12449,,,,,,,
,414,12449,12.0,17.59215545654297,469.81182861328125,10.666666984558105,10.36726188659668,245.4937744140625,4.189935207366943
0.13563719391822815,416,12499,,,,,,,
0.168126180768013,418,12549,,,,,,,
0.12651444971561432,419,12599,,,,,,,
,419,12599,11.0,20.92908477783203,570.4464111328125,14.818181991577148,9.964051246643066,248.6931915283203,8.043272018432617
0.11095751076936722,421,12649,,,,,,,
0.1320609450340271,423,12699,,,,,,,
0.18154020607471466,424,12749,,,,,,,
,424,12749,18.0,12.798039436340332,369.8780517578125,12.11111068725586,7.6953654289245605,210.23329162597656,5.704665660858154
0.1379850208759308,426,12799,,,,,,,
0.13384494185447693,428,12849,,,,,,,
0.10262639075517654,429,12899,,,,,,,
,429,12899,13.0,18.206209182739258,504.5228576660156,13.230769157409668,9.713603973388672,244.60914611816406,6.191232681274414
0.10563685745000839,431,12949,,,,,,,
0.14895647764205933,433,12999,,,,,,,
0.11456354707479477,434,13049,,,,,,,
,434,13049,11.0,18.4705867767334,496.7890625,10.545454978942871,11.383816719055176,282.6022033691406,7.4390082359313965
0.17322082817554474,436,13099,,,,,,,
0.4298437535762787,438,13149,,,,,,,
0.4147064685821533,439,13199,,,,,,,
,439,13199,9.0,23.41470718383789,577.7503051757812,16.88888931274414,8.085381507873535,174.01885986328125,6.244009494781494
0.17056049406528473,441,13249,,,,,,,
0.12631359696388245,443,13299,,,,,,,
0.1356644630432129,444,13349,,,,,,,
,444,13349,10.0,20.320589065551758,549.0657348632812,12.300000190734863,10.01479721069336,245.361328125,5.7801384925842285
0.09516692906618118,446,13399,,,,,,,
0.15413586795330048,448,13449,,,,,,,
0.11888624727725983,449,13499,,,,,,,
,449,13499,6.0,24.309803009033203,640.9302978515625,12.833333015441895,9.179929733276367,225.25143432617188,7.335227012634277
0.10157950967550278,451,13549,,,,,,,
0.09939449280500412,453,13599,,,,,,,
0.10428037494421005,454,13649,,,,,,,
,454,13649,9.0,21.021892547607422,572.0593872070312,11.666666984558105,10.788439750671387,277.28753662109375,7.731608867645264
0.10005667805671692,456,13699,,,,,,,
0.11246933788061142,458,13749,,,,,,,
0.11393497884273529,459,13799,,,,,,,
,459,13799,9.0,24.128429412841797,671.0734252929688,18.66666603088379,8.313343048095703,222.4134063720703,8.550503730773926
0.09508902579545975,461,13849,,,,,,,
0.12533743679523468,463,13899,,,,,,,
0.12327075749635696,464,13949,,,,,,,
,464,13949,10.0,19.400653839111328,490.037109375,10.300000190734863,10.516218185424805,225.17355346679688,3.494281053543091
0.18882469832897186,466,13999,,,,,,,
0.4337442219257355,468,14049,,,,,,,
0.2113039493560791,469,14099,,,,,,,
,469,14099,9.0,21.75359535217285,590.059814453125,13.44444465637207,10.432087898254395,267.3753967285156,9.056748390197754
0.12107787281274796,471,14149,,,,,,,
0.16848723590373993,473,14199,,,,,,,
0.27974581718444824,474,14249,,,,,,,
,474,14249,10.0,19.089542388916016,477.28143310546875,9.899999618530273,11.32835578918457,253.15696716308594,6.670082092285156
0.16262324154376984,476,14299,,,,,,,
0.12631480395793915,478,14349,,,,,,,
0.14215320348739624,479,14399,,,,,,,
,479,14399,10.0,21.66176414489746,550.054931640625,14.5,9.904714584350586,235.1367645263672,7.864477157592773
0.13276180624961853,481,14449,,,,,,,
0.11970049887895584,483,14499,,,,,,,
0.17614321410655975,484,14549,,,,,,,
,484,14549,11.0,18.462093353271484,458.50518798828125,10.636363983154297,12.227269172668457,278.84783935546875,9.79120922088623
0.15017415583133698,486,14599,,,,,,,
0.1256284862756729,488,14649,,,,,,,
0.14702989161014557,489,14699,,,,,,,
,489,14699,10.0,20.375164031982422,540.8956298828125,12.300000190734863,10.770158767700195,264.530029296875,8.02558422088623
0.12278984487056732,491,14749,,,,,,,
0.16274021565914154,493,14799,,,,,,,
0.11111561208963394,494,14849,,,,,,,
,494,14849,9.0,21.562091827392578,579.5720825195312,12.777777671813965,10.73666763305664,272.775390625,8.891666412353516
0.14465652406215668,496,14899,,,,,,,
0.24001024663448334,498,14949,,,,,,,
0.36950138211250305,499,14999,,,,,,,
,499,14999,4.0,24.417322158813477,525.9134521484375,3.5,10.968464851379395,222.7968292236328,0.5
0.22461017966270447,501,15049,,,,,,,
0.22678254544734955,503,15099,,,,,,,
1.3151509761810303,504,15149,,,,,,,
,504,15149,8.0,21.397058486938477,516.1316528320312,9.75,11.254083633422852,247.24700927734375,6.923691272735596
0.5498490333557129,506,15199,,,,,,,
2.1306066513061523,508,15249,,,,,,,
0.5130070447921753,509,15299,,,,,,,
,509,15299,18.0,15.080390930175781,430.16363525390625,14.55555534362793,6.71528959274292,179.46826171875,4.946629047393799
0.24359185993671417,511,15349,,,,,,,
0.18390962481498718,513,15399,,,,,,,
0.1625978648662567,514,15449,,,,,,,
,514,15449,13.0,19.754573822021484,536.2685546875,15.461538314819336,9.655017852783203,245.7565460205078,7.781787395477295
0.1808871179819107,516,15499,,,,,,,
0.29222315549850464,518,15549,,,,,,,
0.4914266765117645,519,15599,,,,,,,
,519,15599,6.0,24.625490188598633,603.2860107421875,13.333333015441895,9.085193634033203,199.54843139648438,7.673909664154053
0.4115569591522217,521,15649,,,,,,,
0.2958723306655884,523,15699,,,,,,,
1.3333163261413574,524,15749,,,,,,,
,524,15749,6.0,23.48104476928711,548.4107666015625,10.5,10.080464363098145,219.1092529296875,7.477745056152344
0.2066105455160141,526,15799,,,,,,,
0.19126269221305847,528,15849,,,,,,,
0.15357306599617004,529,15899,,,,,,,
,529,15899,10.0,21.307188034057617,586.15966796875,14.199999809265137,10.080658912658691,266.1165466308594,8.292165756225586
0.15964758396148682,531,15949,,,,,,,
0.15917812287807465,533,15999,,,,,,,
0.1538563221693039,534,16049,,,,,,,
,534,16049,10.0,19.936927795410156,548.06396484375,11.399999618530273,10.483651161193848,269.20928955078125,5.799999713897705
0.14961080253124237,536,16099,,,,,,,
0.19000723958015442,538,16149,,,,,,,
0.3520718514919281,539,16199,,,,,,,
,539,16199,9.0,20.343463897705078,492.565673828125,9.777777671813965,11.218018531799316,240.257080078125,5.788451671600342
0.7382521033287048,541,16249,,,,,,,
1.0180062055587769,543,16299,,,,,,,
0.924543023109436,544,16349,,,,,,,
,544,16349,10.0,23.342485427856445,641.5164794921875,18.100000381469727,8.167692184448242,213.83261108398438,7.313685894012451
0.2727770507335663,546,16399,,,,,,,
0.21816273033618927,548,16449,,,,,,,
0.17249822616577148,549,16499,,,,,,,
,549,16499,10.0,21.804574966430664,608.5741577148438,14.899999618530273,10.052886009216309,269.3724365234375,8.653901100158691
0.24349837005138397,551,16549,,,,,,,
0.17564676702022552,553,16599,,,,,,,
0.15880629420280457,554,16649,,,,,,,
,554,16649,9.0,20.502614974975586,557.9132080078125,10.222222328186035,11.789671897888184,304.7452087402344,8.67663288116455
0.15374760329723358,556,16699,,,,,,,
0.1937844604253769,558,16749,,,,,,,
0.44724637269973755,559,16799,,,,,,,
,559,16799,12.0,18.31960678100586,467.8883361816406,11.666666984558105,10.729639053344727,253.9744415283203,6.5743608474731445
0.5852557420730591,561,16849,,,,,,,
0.2270374894142151,563,16899,,,,,,,
0.17733845114707947,564,16949,,,,,,,
,564,16949,11.0,19.905229568481445,558.5614013671875,13.0,10.754530906677246,284.5585021972656,8.323023796081543
0.17859317362308502,566,16999,,,,,,,
0.1509551852941513,568,17049,,,,,,,
0.1725003570318222,569,17099,,,,,,,
,569,17099,11.0,21.03333282470703,586.9534301757812,15.090909004211426,9.082419395446777,235.45330810546875,6.273386001586914
0.12209349125623703,571,17149,,,,,,,
0.19601121544837952,573,17199,,,,,,,
0.2194669544696808,574,17249,,,,,,,
,574,17249,12.0,20.007843017578125,509.0413513183594,14.5,10.51763916015625,246.4122772216797,8.76070785522461
0.4310257136821747,576,17299,,,,,,,
0.2445896416902542,578,17349,,,,,,,
0.13966630399227142,579,17399,,,,,,,
,579,17399,10.0,21.911766052246094,606.3876342773438,15.300000190734863,9.056100845336914,232.0094757080078,6.694027423858643
0.13277892768383026,581,17449,,,,,,,
0.15340058505535126,583,17499,,,,,,,
0.12737062573432922,584,17549,,,,,,,
,584,17549,7.0,23.990522384643555,649.0208129882812,14.571428298950195,8.490381240844727,215.5443878173828,5.948760509490967
