n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,epoch,step
0.0,29.852611541748047,604.1799926757812,0.0,0.20424678921699524,2.5246665477752686,0.0,4,149
6.0,24.409151077270508,563.7617797851562,13.333333015441895,8.831656455993652,184.55584716796875,6.847546577453613,9,299
0.0,29.697383880615234,609.041259765625,0.0,0.21802163124084473,7.1680755615234375,0.0,14,449
3.0,27.12418556213379,609.3978271484375,13.0,6.691832065582275,137.930908203125,5.099019527435303,19,599
3.0,26.694772720336914,562.1199340820312,12.333333015441895,7.047051906585693,136.6755828857422,7.0395708084106445,24,749
0.0,29.744115829467773,622.7080688476562,0.0,0.17728300392627716,36.70075607299805,0.0,29,899
4.0,24.990848541259766,549.5734252929688,7.5,9.334489822387695,189.26687622070312,2.1794495582580566,34,1049
0.0,29.57843017578125,606.9844360351562,0.0,0.18893863260746002,5.25469446182251,0.0,39,1199
3.0,26.365360260009766,576.8148803710938,8.0,8.264298439025879,160.33676147460938,3.5590262413024902,44,1349
3.0,28.05817222595215,651.2957763671875,19.33333396911621,5.945108890533447,133.18856811523438,11.115554809570312,49,1499
0.0,29.799346923828125,620.0545043945312,0.0,0.17012432217597961,27.197860717773438,0.0,54,1649
2.0,27.8117618560791,614.1190185546875,11.0,5.947424411773682,120.13236999511719,0.0,59,1799
6.0,24.066665649414062,535.8873291015625,11.333333015441895,9.735401153564453,201.79173278808594,6.699916839599609,64,1949
5.0,26.364704132080078,575.8236083984375,17.600000381469727,6.3548173904418945,123.046875,5.425863742828369,69,2099
0.0,29.743133544921875,642.9142456054688,0.0,0.16745424270629883,42.34367370605469,0.0,74,2249
3.0,27.013723373413086,573.1510620117188,13.0,7.2830586433410645,134.083251953125,9.273618698120117,79,2399
4.0,26.305883407592773,580.46240234375,14.5,6.764875411987305,125.9032974243164,4.7169904708862305,84,2549
6.0,23.29542350769043,498.56072998046875,9.666666984558105,9.82496166229248,182.1855926513672,3.8151745796203613,89,2699
4.0,26.772546768188477,591.9573974609375,16.5,6.4054274559021,119.22543334960938,6.422616481781006,94,2849
1.0,28.36307144165039,594.2298583984375,5.0,5.599983215332031,109.92851257324219,0.0,99,2999
