n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,epoch,step
2.0,27.460784912109375,568.2833862304688,9.5,6.371260166168213,115.26292419433594,1.5,4,149
10.0,16.726469039916992,370.75421142578125,4.5,13.259910583496094,262.40899658203125,0.8062257766723633,9,299
9.0,19.829086303710938,471.2838439941406,8.44444465637207,11.394964218139648,238.6560821533203,2.9855618476867676,14,449
3.0,27.476470947265625,594.5625,16.0,6.19915246963501,121.7053451538086,8.286535263061523,19,599
10.0,22.240522384643555,553.7620239257812,15.800000190734863,8.826617240905762,198.25172424316406,6.462197780609131,24,749
12.0,22.528104782104492,587.8238525390625,18.83333396911621,7.17588996887207,159.38392639160156,5.288877487182617,29,899
3.0,28.289871215820312,599.280029296875,22.66666603088379,2.869598865509033,41.06928253173828,0.471404492855072,34,1049
10.0,22.56928062438965,570.82861328125,16.600000381469727,8.673384666442871,199.43289184570312,7.102112293243408,39,1199
15.0,18.24869155883789,497.8606872558594,15.466666221618652,8.75053596496582,211.71353149414062,6.520395278930664,44,1349
5.0,24.911436080932617,620.6154174804688,11.800000190734863,8.808666229248047,203.05673217773438,6.55438756942749,49,1499
0.0,29.63006591796875,626.7489624023438,0.0,0.15545940399169922,33.3658561706543,0.0,54,1649
10.0,21.60555648803711,526.5379638671875,14.399999618530273,10.151957511901855,232.7721710205078,8.3330659866333,59,1799
13.0,22.39902114868164,605.6814575195312,19.769229888916016,6.707516193389893,156.5614776611328,5.264596462249756,64,1949
3.0,26.289871215820312,599.9305419921875,7.0,8.580094337463379,181.1842498779297,2.1602468490600586,69,2099
10.0,22.8228759765625,618.2001342773438,17.100000381469727,9.76618766784668,249.49180603027344,9.893937110900879,74,2249
1.0,28.190195083618164,586.7424926757812,5.0,5.56119441986084,105.66449737548828,0.0,79,2399
11.0,19.09902000427246,469.1454162597656,11.363636016845703,10.486936569213867,229.04718017578125,5.261744499206543,84,2549
9.0,23.720264434814453,612.2469482421875,17.88888931274414,7.703887462615967,175.9706573486328,6.488356113433838,89,2699
12.0,18.964704513549805,527.4879150390625,13.0,11.001608848571777,289.3919372558594,8.784456253051758,94,2849
3.0,26.9493465423584,599.115234375,12.0,7.324172019958496,149.8018035888672,7.4833149909973145,99,2999
5.0,23.719280242919922,509.8059997558594,6.199999809265137,10.91030216217041,215.72740173339844,4.0199503898620605,104,3149
1.0,28.3460750579834,659.3282470703125,5.0,5.586093902587891,130.95127868652344,0.0,109,3299
4.0,24.550325393676758,523.6649169921875,4.25,10.683456420898438,207.49290466308594,1.6393595933914185,114,3449
0.0,29.814376831054688,604.4566650390625,0.0,0.20430876314640045,3.370887279510498,0.0,119,3599
6.0,24.636274337768555,549.1481323242188,13.833333015441895,8.24588394165039,152.2486572265625,4.844813823699951,124,3749
8.0,23.492156982421875,595.9945068359375,15.125,9.132741928100586,212.61187744140625,7.655675888061523,129,3899
4.0,25.613399505615234,590.65478515625,10.0,8.52682113647461,174.90908813476562,4.183300018310547,134,4049
