n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,epoch,step
12.0,18.56515121459961,474.203125,13.166666984558105,9.447896003723145,183.9159393310547,5.047001361846924,4,149
11.0,19.813634872436523,531.8389892578125,15.363636016845703,8.577167510986328,223.6738739013672,7.364197731018066,9,299
1.0,28.769695281982422,605.3750610351562,28.0,1.0172253847122192,10.352686882019043,0.0,14,449
19.0,16.59393882751465,482.84661865234375,17.736841201782227,5.756079196929932,140.5756378173828,5.249983310699463,19,599
1.0,27.10909080505371,603.6064453125,3.0,5.886697292327881,122.28285217285156,0.0,24,749
2.0,27.4409122467041,605.09716796875,16.0,5.362775802612305,116.55982971191406,10.0,29,899
8.0,23.7242431640625,548.8797607421875,16.375,8.602848052978516,176.41064453125,8.138450622558594,34,1049
4.0,24.09090805053711,524.7697143554688,6.25,9.736005783081055,198.327880859375,4.548351287841797,39,1199
14.0,15.956060409545898,390.6041259765625,11.857142448425293,9.520079612731934,188.6726837158203,5.742785930633545,44,1349
7.0,21.640911102294922,540.7974853515625,9.857142448425293,10.252090454101562,228.62411499023438,5.9143548011779785,49,1499
6.0,23.76818084716797,548.9268188476562,13.166666984558105,9.525959968566895,201.49903869628906,9.956851959228516,54,1649
6.0,22.951513290405273,524.6126708984375,8.5,10.415761947631836,215.77261352539062,2.629955530166626,59,1799
5.0,23.136362075805664,582.3137817382812,9.600000381469727,9.120932579040527,212.45657348632812,5.642694473266602,64,1949
11.0,18.38333511352539,481.02337646484375,11.818181991577148,10.402621269226074,247.95632934570312,7.696731090545654,69,2099
1.0,26.53485107421875,584.6427612304688,3.0,5.679407596588135,119.15957641601562,0.0,74,2249
20.0,11.831818580627441,347.7259216308594,13.149999618530273,6.428961277008057,174.16807556152344,6.567152500152588,79,2399
13.0,18.569698333740234,484.11041259765625,14.615385055541992,8.733444213867188,183.78330993652344,5.994080066680908,84,2549
16.0,17.889392852783203,495.461181640625,16.5,9.871206283569336,255.54837036132812,9.266876220703125,89,2699
5.0,22.748485565185547,514.0511474609375,8.199999809265137,9.286744117736816,185.31179809570312,3.1240999698638916,94,2849
12.0,18.366666793823242,476.37872314453125,13.833333015441895,9.73185920715332,225.39036560058594,8.394773483276367,99,2999
11.0,18.9818172454834,513.59521484375,13.272727012634277,9.029465675354004,216.1425018310547,6.106492519378662,104,3149
9.0,20.610605239868164,535.9542236328125,13.777777671813965,8.568716049194336,194.17257690429688,6.196374893188477,109,3299
10.0,17.660606384277344,459.5259704589844,9.100000381469727,10.176569938659668,229.8468017578125,3.700000047683716,114,3449
6.0,20.774242401123047,481.18695068359375,6.666666507720947,10.25965690612793,212.71783447265625,3.901566743850708,119,3599
7.0,21.7939395904541,568.2266845703125,12.857142448425293,7.9223713874816895,173.42681884765625,3.870347738265991,124,3749
6.0,21.900001525878906,528.9992065429688,10.0,8.846035957336426,198.87791442871094,3.464101552963257,129,3899
11.0,19.957576751708984,526.8282470703125,15.272727012634277,8.7677640914917,209.81285095214844,7.568966388702393,134,4049
10.0,21.286365509033203,577.2615356445312,16.100000381469727,8.193692207336426,205.51568603515625,6.699999809265137,139,4199
9.0,20.32575798034668,515.9324951171875,12.777777671813965,8.739583969116211,191.66632080078125,5.050363540649414,144,4349
11.0,18.97121238708496,488.07537841796875,12.636363983154297,10.473182678222656,243.03988647460938,8.347811698913574,149,4499
13.0,19.15605926513672,501.3395080566406,15.461538314819336,8.689993858337402,191.52688598632812,6.488040924072266,154,4649
6.0,23.004547119140625,554.7592163085938,13.5,8.473316192626953,190.1642303466797,8.674675941467285,159,4799
16.0,16.513635635375977,452.42083740234375,15.0,8.914204597473145,219.0767364501953,7.49166202545166,164,4949
13.0,20.051515579223633,557.7713012695312,17.230770111083984,8.697894096374512,217.70492553710938,8.125494956970215,169,5099
13.0,18.904544830322266,497.50408935546875,15.0,9.571298599243164,233.65704345703125,7.8151726722717285,174,5249
15.0,14.865150451660156,395.33233642578125,11.866666793823242,9.136207580566406,210.0873565673828,6.064835071563721,179,5399
16.0,16.234848022460938,458.42864990234375,15.0,8.542132377624512,217.27523803710938,7.356969356536865,184,5549
12.0,19.5257568359375,521.2007446289062,14.5,9.16958999633789,211.1990509033203,5.8238019943237305,189,5699
9.0,20.62424087524414,502.0224609375,11.0,10.728853225708008,241.46823120117188,6.699917316436768,194,5849
13.0,14.04999828338623,364.32720947265625,6.615384578704834,11.88638973236084,270.99609375,3.520019054412842,199,5999
15.0,14.72272777557373,405.8941955566406,11.133333206176758,10.295658111572266,248.6914825439453,6.859219551086426,204,6149
3.0,25.868183135986328,564.9921875,9.333333015441895,7.60048246383667,140.31289672851562,3.6817867755889893,209,6299
10.0,20.401514053344727,503.5516052246094,12.199999809265137,10.36205005645752,215.78680419921875,6.0299248695373535,214,6449
14.0,18.671213150024414,529.9021606445312,15.928571701049805,8.701114654541016,226.9681396484375,7.004735469818115,219,6599
16.0,12.401515007019043,340.64312744140625,9.25,9.629232406616211,214.0671844482422,4.562071800231934,224,6749
16.0,16.396968841552734,489.7837829589844,15.0,8.020456314086914,215.89276123046875,5.841660499572754,229,6899
11.0,19.40606117248535,533.564697265625,13.090909004211426,9.343144416809082,226.772705078125,5.053433418273926,234,7049
12.0,20.324241638183594,570.588623046875,15.916666984558105,9.47310733795166,246.74085998535156,8.056656837463379,239,7199
10.0,19.831817626953125,546.5626220703125,12.300000190734863,9.903258323669434,253.6771240234375,5.916924953460693,244,7349
12.0,18.596969604492188,510.9203186035156,13.0,10.404986381530762,266.18060302734375,8.0,249,7499
12.0,17.069698333740234,484.887451171875,11.666666984558105,9.737770080566406,248.5646514892578,6.276057243347168,254,7649
17.0,12.930303573608398,376.7197265625,11.352941513061523,10.104287147521973,263.1135559082031,8.123612403869629,259,7799
12.0,21.892423629760742,578.1168823242188,18.16666603088379,8.787191390991211,212.2634735107422,8.29491138458252,264,7949
9.0,23.554546356201172,647.3547973632812,18.55555534362793,7.4985833168029785,187.8386993408203,7.05708646774292,269,8099
