n_crashes,avg_total_reward,avg_distance,avg_steps_to_crash,std_total_reward,std_distance,std_steps_to_crash,epoch,step
8.0,19.736276626586914,421.7393493652344,5.375,12.620091438293457,237.43740844726562,2.1758618354797363,4,149
7.0,24.039541244506836,542.6951904296875,15.0,9.114843368530273,191.755126953125,8.912270545959473,9,299
19.0,9.826797485351562,294.7113952636719,9.894737243652344,7.463144779205322,205.28921508789062,6.197577953338623,14,449
10.0,18.865686416625977,438.3072814941406,8.899999618530273,11.663310050964355,235.40599060058594,5.539855480194092,19,599
14.0,20.083005905151367,523.2218017578125,17.285715103149414,7.388075828552246,162.9403076171875,4.963129043579102,24,749
8.0,21.802940368652344,526.6804809570312,11.25,9.982796669006348,205.35610961914062,5.018714904785156,29,899
3.0,26.842487335205078,625.0367431640625,12.333333015441895,6.955504417419434,143.74534606933594,6.12825870513916,34,1049
3.0,28.21503257751465,640.1292724609375,21.66666603088379,3.6070942878723145,80.39424896240234,3.858612298965454,39,1199
7.0,22.52810287475586,503.6863708496094,10.714285850524902,10.330799102783203,202.7696990966797,7.105617046356201,44,1349
4.0,25.47679901123047,559.4609375,10.75,8.824981689453125,172.99273681640625,8.814051628112793,49,1499
2.0,27.729740142822266,634.5098876953125,13.5,5.343872547149658,126.2803726196289,4.5,54,1649
3.0,25.45522689819336,580.8638305664062,3.6666667461395264,9.577451705932617,206.26834106445312,0.942808985710144,59,1799
9.0,22.224185943603516,573.895751953125,13.88888931274414,10.340116500854492,244.33216857910156,8.887499809265137,64,1949
7.0,22.887582778930664,553.3289794921875,11.571428298950195,9.389151573181152,196.87229919433594,4.100771427154541,69,2099
5.0,23.220916748046875,500.77093505859375,5.599999904632568,10.798698425292969,212.35218811035156,1.624807596206665,74,2249
2.0,27.355554580688477,581.2496337890625,9.0,6.532712459564209,120.2851333618164,3.0,79,2399
5.0,24.433334350585938,571.6715087890625,10.399999618530273,9.632415771484375,209.1920166015625,8.30903148651123,84,2549
1.0,29.053918838500977,598.23779296875,23.0,1.7198657989501953,30.24319839477539,0.0,89,2699
4.0,27.88692855834961,667.188720703125,22.75,3.879767656326294,87.83415222167969,5.165994644165039,94,2849
0.0,29.605228424072266,617.8834228515625,0.0,0.21006134152412415,14.49678897857666,0.0,99,2999
4.0,24.884641647338867,557.4541625976562,7.5,9.249112129211426,192.7301025390625,1.5,104,3149
2.0,26.694116592407227,602.5443115234375,2.5,8.395750999450684,180.39450073242188,0.5,109,3299
5.0,26.399673461914062,602.079345703125,18.200000762939453,6.286716461181641,128.2308807373047,6.615134239196777,114,3449
0.0,29.46437644958496,647.9912719726562,0.0,0.1275678277015686,55.187103271484375,0.0,119,3599
8.0,22.905553817749023,530.392822265625,14.125,8.637688636779785,155.4488067626953,4.985917568206787,124,3749
5.0,23.80947494506836,541.9232177734375,7.599999904632568,10.145532608032227,214.8802947998047,3.979949712753296,129,3899
2.0,27.28365707397461,603.158203125,8.5,6.836317539215088,150.34573364257812,5.5,134,4049
8.0,21.02450942993164,497.3291931152344,9.375,11.356364250183105,244.83737182617188,7.313301086425781,139,4199
6.0,23.502941131591797,568.5162353515625,10.5,10.249878883361816,231.2071990966797,8.32165813446045,144,4349
3.0,27.383005142211914,598.101318359375,17.0,5.342845439910889,105.51890563964844,5.715476036071777,149,4499
2.0,26.931045532226562,610.0859985351562,5.0,7.714189529418945,166.42013549804688,3.0,154,4649
4.0,25.705230712890625,589.701171875,11.0,8.170310020446777,179.76840209960938,4.7434163093566895,159,4799
8.0,20.29117774963379,455.41583251953125,7.0,12.000123023986816,235.436279296875,4.5,164,4949
